date,o,h,l,c,v
2010-01-11 04:00:00+00:00,86.56,87.4,85.51,87.12,25222076
2010-01-11 08:00:00+00:00,87.12,88.17,86.71000000000001,87.18,73064770
2010-01-11 12:00:00+00:00,87.19,87.9,86.63,86.69,50374391
2010-01-12 04:00:00+00:00,86.55,86.77,85.56,85.61,16286898
2010-01-12 08:00:00+00:00,85.65,86.74,85.4,86.15,67078098
2010-01-12 12:00:00+00:00,86.18,86.4,84.9,85.0,46911083
2010-01-13 04:00:00+00:00,84.4,84.73,84.10000000000001,84.58,10545408
2010-01-13 08:00:00+00:00,84.58,86.01,84.56,85.80000000000001,55146844
2010-01-13 12:00:00+00:00,85.80000000000001,87.23,85.69,86.61,62992521
2010-01-14 04:00:00+00:00,87.5,87.87,87.32000000000001,87.77,15353705
2010-01-14 08:00:00+00:00,87.77,87.78,86.93,87.15,42993788
2010-01-14 12:00:00+00:00,87.13,87.78,86.75,87.55,52916121
2010-01-15 04:00:00+00:00,87.47,87.80000000000001,87.16,87.75,9908570
2010-01-15 08:00:00+00:00,87.7,88.67,87.43,88.12,84887565
2010-01-15 12:00:00+00:00,88.12,88.35000000000001,87.67,88.15,47264013
2010-01-18 04:00:00+00:00,87.86,88.85000000000001,87.79,88.72,18607752
2010-01-18 08:00:00+00:00,88.73,89.65,88.53,89.62,56063971
2010-01-18 12:00:00+00:00,89.62,90.65,89.41,90.49,104727627
2010-01-19 04:00:00+00:00,90.52,91.66,90.5,91.4,33961922
2010-01-19 08:00:00+00:00,91.44,91.55,90.0,90.42,83939886
2010-01-19 12:00:00+00:00,90.43,92.2,88.80000000000001,92.02,151013483
2010-01-20 04:00:00+00:00,92.02,92.49,91.55,91.99,32319086
2010-01-20 08:00:00+00:00,91.94,92.45,90.8,91.69,90258626
2010-01-20 12:00:00+00:00,91.7,92.18,90.42,90.62,97695547
2010-01-21 04:00:00+00:00,91.26,91.48,90.81,91.1,22468018
2010-01-21 08:00:00+00:00,91.1,91.25,89.59,90.52,77910203
2010-01-21 12:00:00+00:00,90.52,91.65,88.92,89.18,118975287
2010-01-22 04:00:00+00:00,88.46000000000001,88.54,87.80000000000001,88.12,27584565
2010-01-22 08:00:00+00:00,88.12,89.06,86.27,86.35000000000001,112587324
2010-01-22 12:00:00+00:00,86.4,86.96000000000001,85.75,86.5,81051311
2010-01-25 04:00:00+00:00,85.68,86.38,85.33,85.83,19509113
2010-01-25 08:00:00+00:00,85.84,88.45,85.63,87.84,88550350
2010-01-25 12:00:00+00:00,87.84,88.80000000000001,87.27,88.07000000000001,67021464
2010-01-26 04:00:00+00:00,86.99,87.05,85.7,85.97,30576033
2010-01-26 08:00:00+00:00,86.0,86.74,84.95,85.29,80565054
2010-01-26 12:00:00+00:00,85.29,86.65,84.97,85.84,85168730
2010-01-27 04:00:00+00:00,85.61,86.60000000000001,85.5,86.44,17330994
2010-01-27 08:00:00+00:00,86.44,87.18,85.07000000000001,87.04,94949058
2010-01-27 12:00:00+00:00,87.04,88.0,86.10000000000001,86.64,95352809
2010-01-28 04:00:00+00:00,88.01,88.56,87.80000000000001,88.28,24551334
2010-01-28 08:00:00+00:00,88.28,88.75,87.65,87.99,69680598
2010-01-28 12:00:00+00:00,87.98,88.57000000000001,86.5,87.15,78509947
2010-01-29 04:00:00+00:00,86.45,87.08,86.01,86.77,15701394
2010-01-29 08:00:00+00:00,86.77,87.85000000000001,86.55,86.88,65006081
2010-01-29 12:00:00+00:00,86.9,88.80000000000001,86.80000000000001,88.41,107197070
2010-02-01 04:00:00+00:00,87.61,88.10000000000001,86.93,87.34,24448124
2010-02-01 08:00:00+00:00,87.34,88.05,86.85000000000001,87.21000000000001,69227361
2010-02-01 12:00:00+00:00,87.21000000000001,88.10000000000001,86.92,87.69,52675499
2010-02-02 04:00:00+00:00,88.4,88.44,88.0,88.09,17947729
2010-02-02 08:00:00+00:00,88.09,88.19,87.56,87.95,51726758
2010-02-02 12:00:00+00:00,87.98,88.19,87.34,88.05,59563217
2010-02-03 04:00:00+00:00,88.71000000000001,88.9,88.46000000000001,88.7,18289777
2010-02-03 08:00:00+00:00,88.71000000000001,89.64,88.16,89.54,90510406
2010-02-03 12:00:00+00:00,89.54,89.80000000000001,87.99,88.08,79603210
2010-02-04 04:00:00+00:00,88.11,88.47,87.77,87.93,12380151
2010-02-04 08:00:00+00:00,87.91,88.36,86.75,87.06,87735196
2010-02-04 12:00:00+00:00,87.06,87.36,84.33,84.77,92510472
2010-02-05 04:00:00+00:00,83.2,83.9,81.9,81.97,36068030
2010-02-05 08:00:00+00:00,81.95,82.57000000000001,80.89,81.73,98998943
2010-02-05 12:00:00+00:00,81.7,84.19,81.52,83.09,140129769
2010-02-08 04:00:00+00:00,83.0,83.60000000000001,82.83,83.03,16177465
2010-02-08 08:00:00+00:00,83.03,84.05,82.33,82.68,95039565
2010-02-08 12:00:00+00:00,82.69,82.86,79.01,79.01,138978085
2010-02-09 04:00:00+00:00,80.0,80.57000000000001,79.60000000000001,80.32000000000001,23824653
2010-02-09 08:00:00+00:00,80.32000000000001,80.55,78.10000000000001,79.45,169898661
2010-02-09 12:00:00+00:00,79.46000000000001,80.89,78.55,80.35000000000001,123605113
2010-02-10 04:00:00+00:00,81.0,81.18,80.15,80.55,22846978
2010-02-10 08:00:00+00:00,80.56,82.78,79.42,82.57000000000001,121105244
2010-02-10 12:00:00+00:00,82.57000000000001,83.44,80.30000000000001,81.49,136055212
2010-02-11 04:00:00+00:00,83.01,83.74,82.62,83.38,30220612
2010-02-11 08:00:00+00:00,83.37,83.82000000000001,82.05,83.30000000000001,125895796
2010-02-11 12:00:00+00:00,83.27,83.68,81.58,82.67,120948830
2010-02-12 04:00:00+00:00,83.37,83.62,82.76,82.85000000000001,19596948
2010-02-12 08:00:00+00:00,82.81,83.19,79.80000000000001,80.31,104320251
2010-02-12 12:00:00+00:00,80.31,81.0,79.28,80.0,83067316
2010-02-15 04:00:00+00:00,80.03,80.71000000000001,79.47,80.49,17786939
2010-02-15 08:00:00+00:00,80.49,81.30000000000001,79.85000000000001,80.45,62222047
2010-02-15 12:00:00+00:00,80.45,80.55,79.60000000000001,80.38,34936544
2010-02-16 04:00:00+00:00,81.03,81.44,80.84,81.31,20093989
2010-02-16 08:00:00+00:00,81.34,82.45,81.02,82.44,67945928
2010-02-16 12:00:00+00:00,82.42,83.30000000000001,81.61,83.25,81007252
2010-02-17 04:00:00+00:00,83.85000000000001,83.94,83.35000000000001,83.57000000000001,19663546
2010-02-17 08:00:00+00:00,83.58,83.78,82.52,83.11,59314949
2010-02-17 12:00:00+00:00,83.12,83.77,82.13,82.47,89266062
2010-02-18 04:00:00+00:00,82.0,82.15,81.66,81.9,15721654
2010-02-18 08:00:00+00:00,81.89,82.0,80.57000000000001,80.84,69835537
2010-02-18 12:00:00+00:00,80.84,80.85000000000001,78.35000000000001,79.89,169578467
2010-02-19 04:00:00+00:00,78.04,78.18,76.89,77.73,31849346
2010-02-19 08:00:00+00:00,77.74,78.12,76.58,77.30000000000001,100610688
2010-02-19 12:00:00+00:00,77.30000000000001,79.79,77.28,79.17,153294307
2010-02-24 04:00:00+00:00,78.59,79.16,78.06,78.30000000000001,16127694
2010-02-24 08:00:00+00:00,78.32000000000001,79.32000000000001,76.81,77.25,109413469
2010-02-24 12:00:00+00:00,77.29,77.29,75.4,75.99,105028957
2010-02-25 04:00:00+00:00,75.62,76.07000000000001,74.76,75.22,33684210
2010-02-25 08:00:00+00:00,75.25,75.35000000000001,74.25,74.89,102409321
2010-02-25 12:00:00+00:00,74.92,75.0,73.23,74.88,126079626
2010-02-26 04:00:00+00:00,75.65,76.10000000000001,75.42,75.42,24828660
2010-02-26 08:00:00+00:00,75.44,75.73,74.54,74.82000000000001,86003852
2010-02-26 12:00:00+00:00,74.83,75.44,74.59,75.15,89852284
2010-02-27 04:00:00+00:00,75.2,75.3,74.85000000000001,75.10000000000001,5776615
2010-02-27 08:00:00+00:00,75.10000000000001,76.16,75.07000000000001,75.85000000000001,34912949
2010-02-27 12:00:00+00:00,75.85000000000001,76.54,75.8,76.3,19092470
2010-03-02 04:00:00+00:00,80.07000000000001,81.16,79.91,80.93,29385469
2010-03-02 08:00:00+00:00,80.96000000000001,83.09,80.95,82.47,170083382
2010-03-02 12:00:00+00:00,82.5,83.08,81.71000000000001,82.44,90380094
2010-03-03 04:00:00+00:00,82.41,82.89,81.78,82.04,24339157
2010-03-03 08:00:00+00:00,82.04,82.91,80.91,82.49,110546549
2010-03-03 12:00:00+00:00,82.49,83.64,81.94,82.92,116262304
2010-03-04 04:00:00+00:00,82.25,82.47,81.5,81.60000000000001,29839205
2010-03-04 08:00:00+00:00,81.63,83.58,81.4,83.15,108264757
2010-03-04 12:00:00+00:00,83.16,83.60000000000001,82.61,82.95,98086405
2010-03-05 04:00:00+00:00,83.59,84.76,83.45,84.60000000000001,38522677
2010-03-05 08:00:00+00:00,84.60000000000001,85.88,84.08,85.44,101882820
2010-03-05 12:00:00+00:00,85.44,87.4,85.37,87.2,150948319
2010-03-09 04:00:00+00:00,86.98,88.39,86.91,88.07000000000001,39001617
2010-03-09 08:00:00+00:00,88.07000000000001,89.07000000000001,86.4,87.78,147520379
2010-03-09 12:00:00+00:00,87.78,89.65,87.46000000000001,89.41,111537509
2010-03-10 04:00:00+00:00,89.15,90.1,88.76,89.24,37792641
2010-03-10 08:00:00+00:00,89.25,89.67,88.63,89.09,67782973
2010-03-10 12:00:00+00:00,89.10000000000001,89.16,87.04,87.14,138120762
2010-03-11 04:00:00+00:00,87.01,87.75,86.44,87.4,28521204
2010-03-11 08:00:00+00:00,87.4,88.67,86.65,87.95,93481996
2010-03-11 12:00:00+00:00,87.95,88.37,86.76,87.41,90769046
2010-03-12 04:00:00+00:00,88.04,88.53,88.02,88.35000000000001,17523892
2010-03-12 08:00:00+00:00,88.35000000000001,88.47,87.62,88.15,61971282
2010-03-12 12:00:00+00:00,88.15,89.7,88.10000000000001,89.10000000000001,125995214
2010-03-15 04:00:00+00:00,88.30000000000001,88.83,88.14,88.54,23334098
2010-03-15 08:00:00+00:00,88.54,89.15,88.15,89.11,52297034
2010-03-15 12:00:00+00:00,89.10000000000001,89.63,87.63,87.82000000000001,109776531
2010-03-16 04:00:00+00:00,88.42,88.7,88.31,88.52,16308263
2010-03-16 08:00:00+00:00,88.54,88.62,87.73,87.95,60296851
2010-03-16 12:00:00+00:00,87.95,89.30000000000001,87.7,89.0,107289884
2010-03-17 04:00:00+00:00,90.0,90.47,90.0,90.22,23778978
2010-03-17 08:00:00+00:00,90.22,90.34,89.25,89.75,70715236
2010-03-17 12:00:00+00:00,89.72,89.85000000000001,88.76,89.35000000000001,66656364
2010-03-18 04:00:00+00:00,89.04,89.10000000000001,88.38,88.60000000000001,20467082
2010-03-18 08:00:00+00:00,88.60000000000001,90.37,88.43,90.11,106388840
2010-03-18 12:00:00+00:00,90.11,90.92,89.45,89.7,150681081
2010-03-19 04:00:00+00:00,90.07000000000001,90.48,89.77,90.17,16767431
2010-03-19 08:00:00+00:00,90.16,90.2,88.60000000000001,88.99,77860055
2010-03-19 12:00:00+00:00,88.95,89.54,87.82000000000001,88.04,91286338
2010-03-22 04:00:00+00:00,87.51,87.55,86.82000000000001,87.5,18094096
2010-03-22 08:00:00+00:00,87.5,87.69,86.52,86.68,55482017
2010-03-22 12:00:00+00:00,86.7,87.15,85.87,86.34,100065734
2010-03-23 04:00:00+00:00,87.03,87.2,86.34,86.66,20314063
2010-03-23 08:00:00+00:00,86.66,86.98,85.11,85.34,86769274
2010-03-23 12:00:00+00:00,85.34,86.10000000000001,85.14,86.03,79503990
2010-03-24 04:00:00+00:00,86.48,86.62,85.9,86.45,12450908
2010-03-24 08:00:00+00:00,86.44,86.82000000000001,84.75,85.88,107855187
2010-03-24 12:00:00+00:00,85.87,87.37,85.77,86.95,105381378
2010-03-25 04:00:00+00:00,86.73,87.29,86.71000000000001,86.85000000000001,11530821
2010-03-25 08:00:00+00:00,86.88,87.13,86.11,86.52,65136512
2010-03-25 12:00:00+00:00,86.5,86.77,85.30000000000001,86.0,104253641
2010-03-26 04:00:00+00:00,86.0,86.45,85.77,86.07000000000001,11809602
2010-03-26 08:00:00+00:00,86.08,86.24,85.46000000000001,85.7,50759016
2010-03-26 12:00:00+00:00,85.69,85.82000000000001,84.47,84.60000000000001,89256048
2010-03-29 04:00:00+00:00,84.5,84.88,84.05,84.35000000000001,23973634
2010-03-29 08:00:00+00:00,84.37,86.05,84.35000000000001,85.25,75077519
2010-03-29 12:00:00+00:00,85.26,85.87,84.91,85.46000000000001,48285220
2010-03-30 04:00:00+00:00,85.86,86.65,85.75,86.21000000000001,36829680
2010-03-30 08:00:00+00:00,86.22,86.36,85.61,86.15,46920113
2010-03-30 12:00:00+00:00,86.15,86.22,84.33,85.10000000000001,76463277
2010-04-01 04:00:00+00:00,86.41,87.5,86.11,87.25,51840594
2010-04-01 08:00:00+00:00,87.25,88.0,86.86,86.99,54064354
2010-04-01 12:00:00+00:00,86.99,87.94,86.78,87.83,49989322
2010-04-02 04:00:00+00:00,88.0,88.47,87.43,87.54,27957378
2010-04-02 08:00:00+00:00,87.54,88.86,87.43,88.08,44634445
2010-04-02 12:00:00+00:00,88.08,88.65,87.74,88.18,28497985
2010-04-05 04:00:00+00:00,88.51,88.69,87.62,87.95,22444268
2010-04-05 08:00:00+00:00,87.95,88.56,87.71000000000001,88.25,32862765
2010-04-05 12:00:00+00:00,88.28,88.82000000000001,88.10000000000001,88.60000000000001,43587264
2010-04-06 04:00:00+00:00,88.48,88.55,87.45,88.19,43341486
2010-04-06 08:00:00+00:00,88.2,89.14,87.92,88.80000000000001,57235284
2010-04-06 12:00:00+00:00,88.77,89.08,88.04,88.60000000000001,42078038
2010-04-07 04:00:00+00:00,88.61,88.95,88.08,88.16,28003027
2010-04-07 08:00:00+00:00,88.16,88.25,87.15,87.34,60117838
2010-04-07 12:00:00+00:00,87.34,87.60000000000001,86.30000000000001,86.30000000000001,59244150
2010-04-08 04:00:00+00:00,86.0,86.0,84.95,85.10000000000001,34951880
2010-04-08 08:00:00+00:00,85.11,85.5,84.46000000000001,85.14,57993633
2010-04-08 12:00:00+00:00,85.13,85.27,84.4,84.94,54073492
2010-04-09 04:00:00+00:00,85.47,86.14,85.18,85.85000000000001,31189604
2010-04-09 08:00:00+00:00,85.85000000000001,87.4,85.64,86.97,70225743
2010-04-09 12:00:00+00:00,86.96000000000001,87.85000000000001,86.75,86.88,48187126
2010-04-12 04:00:00+00:00,87.75,88.0,87.25,87.45,31545637
2010-04-12 08:00:00+00:00,87.45,87.57000000000001,85.96000000000001,86.38,53581305
2010-04-12 12:00:00+00:00,86.38,86.67,85.84,86.54,27053189
2010-04-13 04:00:00+00:00,85.83,86.67,85.63,86.05,27844198
2010-04-13 08:00:00+00:00,86.05,87.97,85.96000000000001,87.48,66056666
2010-04-13 12:00:00+00:00,87.49,88.26,87.14,87.2,69803603
2010-04-14 04:00:00+00:00,88.11,88.55,87.88,88.05,33935184
2010-04-14 08:00:00+00:00,88.08,89.48,88.04,89.2,70015638
2010-04-14 12:00:00+00:00,89.2,89.43,88.58,89.2,48898322
2010-04-15 04:00:00+00:00,89.71000000000001,90.27,89.46000000000001,90.01,39096315
2010-04-15 08:00:00+00:00,90.01,90.04,88.63,89.13,53552065
2010-04-15 12:00:00+00:00,89.13,89.46000000000001,88.81,89.30000000000001,28862271
2010-04-16 04:00:00+00:00,88.67,88.7,88.01,88.46000000000001,18169750
2010-04-16 08:00:00+00:00,88.43,89.89,88.4,89.5,54015457
2010-04-16 12:00:00+00:00,89.54,89.65,86.75,86.99,46243294
2010-04-19 04:00:00+00:00,85.60000000000001,85.80000000000001,84.31,85.30000000000001,51125413
2010-04-19 08:00:00+00:00,85.30000000000001,85.46000000000001,82.81,83.33,64000063
2010-04-19 12:00:00+00:00,83.33,85.68,83.22,85.2,64868152
2010-04-20 04:00:00+00:00,85.96000000000001,86.42,85.54,86.10000000000001,33528917
2010-04-20 08:00:00+00:00,86.10000000000001,87.16,85.36,86.79,63670031
2010-04-20 12:00:00+00:00,86.77,87.37,86.45,86.7,45803662
2010-04-21 04:00:00+00:00,87.2,88.0,87.07000000000001,87.27,36793193
2010-04-21 08:00:00+00:00,87.27,87.43,85.43,85.74,56419279
2010-04-21 12:00:00+00:00,85.76,86.2,84.9,85.5,52754770
2010-04-22 04:00:00+00:00,85.01,85.72,84.63,85.61,37939708
2010-04-22 08:00:00+00:00,85.61,86.35000000000001,84.18,84.72,77636972
2010-04-22 12:00:00+00:00,84.72,84.9,83.24,84.45,74203899
2010-04-23 04:00:00+00:00,84.99,85.44,84.58,85.25,32133800
2010-04-23 08:00:00+00:00,85.27,86.01,84.87,85.35000000000001,52530056
2010-04-23 12:00:00+00:00,85.31,85.38,83.4,84.42,88199018
2010-04-26 04:00:00+00:00,85.38,85.84,85.12,85.52,33055215
2010-04-26 08:00:00+00:00,85.52,85.61,84.62,84.99,63480457
2010-04-26 12:00:00+00:00,84.99,85.23,84.52,84.81,36294861
2010-04-27 04:00:00+00:00,84.33,84.36,83.43,83.71000000000001,31862392
2010-04-27 08:00:00+00:00,83.72,83.82000000000001,83.13,83.26,42851904
2010-04-27 12:00:00+00:00,83.25,83.59,82.32000000000001,82.93,74030770
2010-04-28 04:00:00+00:00,81.0,81.2,79.82000000000001,79.94,63045029
2010-04-28 08:00:00+00:00,79.9,81.12,78.92,80.42,105160831
2010-04-28 12:00:00+00:00,80.44,81.43,79.26,79.53,75389166
2010-04-29 04:00:00+00:00,80.13,80.29,79.42,79.87,40035123
2010-04-29 08:00:00+00:00,79.85000000000001,80.84,79.77,80.60000000000001,64575660
2010-04-29 12:00:00+00:00,80.57000000000001,81.19,80.44,80.95,50443276
2010-05-04 04:00:00+00:00,79.19,80.09,78.7,79.24,43906545
2010-05-04 08:00:00+00:00,79.22,79.30000000000001,76.22,76.54,99643800
2010-05-04 12:00:00+00:00,76.53,76.75,75.46000000000001,75.85000000000001,80220029
2010-05-05 04:00:00+00:00,75.17,76.45,74.89,74.99,52213605
2010-05-05 08:00:00+00:00,74.99,77.44,74.92,76.55,106577133
2010-05-05 12:00:00+00:00,76.54,76.68,73.5,75.17,121192353
2010-05-06 04:00:00+00:00,74.79,76.47,74.04,76.12,71812598
2010-05-06 08:00:00+00:00,76.14,76.99,74.9,74.9,100982565
2010-05-06 12:00:00+00:00,74.9,75.15,73.53,73.85000000000001,116158123
2010-05-07 04:00:00+00:00,70.96000000000001,71.78,69.78,71.03,116282359
2010-05-07 08:00:00+00:00,71.01,72.59,70.91,71.48,136569894
2010-05-07 12:00:00+00:00,71.47,72.7,69.51,70.35000000000001,123249901
2010-05-11 04:00:00+00:00,73.60000000000001,75.10000000000001,71.15,74.16,121523661
2010-05-11 08:00:00+00:00,74.19,74.88,73.91,74.42,94107929
2010-05-11 12:00:00+00:00,74.43,75.0,73.36,75.0,87046582
2010-05-12 04:00:00+00:00,74.29,78.65,74.10000000000001,77.98,112791875
2010-05-12 08:00:00+00:00,77.98,81.39,77.95,80.86,155439461
2010-05-12 12:00:00+00:00,80.89,82.30000000000001,80.25,81.93,106944175
2010-05-13 04:00:00+00:00,82.68,84.73,81.62,82.32000000000001,135583207
2010-05-13 08:00:00+00:00,82.32000000000001,82.77,79.78,80.71000000000001,161277573
2010-05-13 12:00:00+00:00,80.71000000000001,81.58,79.42,80.80000000000001,98827087
2010-05-14 04:00:00+00:00,79.81,80.55,79.5,79.82000000000001,53285408
2010-05-14 08:00:00+00:00,79.82000000000001,79.85000000000001,77.60000000000001,77.91,108550411
2010-05-14 12:00:00+00:00,77.9,78.54,76.92,77.43,72518857
2010-05-17 04:00:00+00:00,75.3,76.16,74.85000000000001,75.05,77376082
2010-05-17 08:00:00+00:00,75.03,77.11,74.91,76.78,126754399
2010-05-17 12:00:00+00:00,76.78,77.45,75.69,76.01,118117343
2010-05-18 04:00:00+00:00,76.99,78.28,76.95,77.55,76365609
2010-05-18 08:00:00+00:00,77.53,77.55,75.7,76.77,126983154
2010-05-18 12:00:00+00:00,76.80000000000001,77.95,76.51,77.12,97818709
2010-05-19 04:00:00+00:00,75.49,75.88,74.63,74.84,85324309
2010-05-19 08:00:00+00:00,74.84,74.84,73.55,74.57000000000001,90478938
2010-05-19 12:00:00+00:00,74.58,75.09,73.43,73.68,87030006
2010-05-20 04:00:00+00:00,74.01,75.3,73.71000000000001,74.63,64037315
2010-05-20 08:00:00+00:00,74.64,75.25,71.31,72.17,162364679
2010-05-20 12:00:00+00:00,72.18,72.3,69.23,69.9,151779491
2010-05-21 04:00:00+00:00,70.5,71.74,67.71000000000001,68.98,138510861
2010-05-21 08:00:00+00:00,68.97,70.27,68.65,68.96000000000001,151775831
2010-05-21 12:00:00+00:00,68.96000000000001,69.4,67.16,69.3,158484410
2010-05-24 04:00:00+00:00,70.99,71.71000000000001,70.02,70.02,81910777
2010-05-24 08:00:00+00:00,70.02,70.39,69.13,69.37,96732328
2010-05-24 12:00:00+00:00,69.37,70.7,69.16,69.96000000000001,108893840
2010-05-25 04:00:00+00:00,67.38,67.64,66.3,67.01,72195619
2010-05-25 08:00:00+00:00,67.01,67.11,66.12,66.94,88242235
2010-05-25 12:00:00+00:00,66.95,67.4,63.81,64.33,153454998
2010-05-26 04:00:00+00:00,66.17,68.48,65.60000000000001,68.45,172647388
2010-05-26 08:00:00+00:00,68.43,69.24,67.71000000000001,69.03,173850599
2010-05-26 12:00:00+00:00,69.02,69.39,67.76,69.12,170513136
2010-05-27 04:00:00+00:00,69.36,71.76,68.10000000000001,70.25,134961649
2010-05-27 08:00:00+00:00,70.29,70.84,68.93,70.42,146615910
2010-05-27 12:00:00+00:00,70.42,71.12,68.75,70.65,130270870
2010-05-28 04:00:00+00:00,71.21000000000001,72.07000000000001,70.15,71.38,96233187
2010-05-28 08:00:00+00:00,71.38,71.47,70.57000000000001,71.15,83509987
2010-05-28 12:00:00+00:00,71.15,71.15,69.8,70.2,91775348
2010-05-31 04:00:00+00:00,70.29,71.03,69.93,70.7,40273921
2010-05-31 08:00:00+00:00,70.66,70.75,70.12,70.27,27036191
2010-05-31 12:00:00+00:00,70.27,71.43,70.17,71.0,43801431
2010-06-01 04:00:00+00:00,70.43,70.45,69.03,69.31,59726537
2010-06-01 08:00:00+00:00,69.32000000000001,69.55,68.08,68.69,72985576
2010-06-01 12:00:00+00:00,68.7,71.60000000000001,68.52,70.7,116231048
2010-06-02 04:00:00+00:00,69.53,70.73,68.92,69.87,87936227
2010-06-02 08:00:00+00:00,69.86,71.05,69.3,71.0,116975752
2010-06-02 12:00:00+00:00,70.99,71.26,70.25,70.95,105700682
2010-06-03 04:00:00+00:00,72.98,73.26,72.55,72.95,81018376
2010-06-03 08:00:00+00:00,72.95,73.14,72.16,72.5,61471436
2010-06-03 12:00:00+00:00,72.52,72.98,72.0,72.01,81869908
2010-06-04 04:00:00+00:00,72.26,72.54,71.72,72.32000000000001,48149524
2010-06-04 08:00:00+00:00,72.32000000000001,73.53,70.56,70.85000000000001,154872429
2010-06-04 12:00:00+00:00,70.85000000000001,71.37,69.5,70.25,102193227
2010-06-07 04:00:00+00:00,67.65,68.65,67.4,67.9,54181431
2010-06-07 08:00:00+00:00,67.9,69.96000000000001,67.81,69.5,86662636
2010-06-07 12:00:00+00:00,69.5,71.74,69.47,71.14,129741367
2010-06-08 04:00:00+00:00,71.98,72.49,71.52,72.15,71903630
2010-06-08 08:00:00+00:00,72.15,72.49,70.18,71.60000000000001,137352256
2010-06-08 12:00:00+00:00,71.62,72.26,70.72,70.95,99634996
2010-06-09 04:00:00+00:00,71.74,72.57000000000001,71.63,72.16,64546503
2010-06-09 08:00:00+00:00,72.16,72.39,70.63,72.0,133550483
2010-06-09 12:00:00+00:00,72.0,72.15,71.58,71.9,55741651
2010-06-10 04:00:00+00:00,72.08,72.2,71.0,71.09,35598598
2010-06-10 08:00:00+00:00,71.04,72.45,70.77,71.91,88952366
2010-06-10 12:00:00+00:00,71.91,73.35000000000001,71.36,73.29,127056868
2010-06-11 04:00:00+00:00,73.76,73.8,72.86,72.99,47329110
2010-06-11 08:00:00+00:00,72.95,73.54,72.74,73.25,44800629
2010-06-11 12:00:00+00:00,73.25,73.36,71.35000000000001,72.19,100229365
2010-06-15 04:00:00+00:00,72.65,73.11,72.24,73.06,43351149
2010-06-15 08:00:00+00:00,73.05,74.47,72.89,74.3,88122616
2010-06-15 12:00:00+00:00,74.34,76.0,74.15,76.0,110401930
2010-06-16 04:00:00+00:00,77.0,77.44,76.25,76.51,76028973
2010-06-16 08:00:00+00:00,76.5,77.09,75.72,76.15,88319413
2010-06-16 12:00:00+00:00,76.15,77.29,75.31,76.71000000000001,99060893
2010-06-17 04:00:00+00:00,76.48,77.08,76.13,76.65,45558837
2010-06-17 08:00:00+00:00,76.63,79.74,76.41,79.35000000000001,195294195
2010-06-17 12:00:00+00:00,79.37,79.67,77.86,78.5,100851996
2010-06-18 04:00:00+00:00,78.89,79.38,78.0,79.04,44055198
2010-06-18 08:00:00+00:00,79.06,79.34,77.43,78.52,86509842
2010-06-18 12:00:00+00:00,78.52,80.30000000000001,78.24,80.30000000000001,100553719
2010-06-21 04:00:00+00:00,82.01,83.74,81.80000000000001,83.09,75158837
2010-06-21 08:00:00+00:00,83.06,84.14,82.72,84.0,65891609
2010-06-21 12:00:00+00:00,84.0,84.56,83.65,84.02,71656248
2010-06-22 04:00:00+00:00,83.0,83.73,82.36,83.5,54074150
2010-06-22 08:00:00+00:00,83.5,83.9,81.03,82.04,114571471
2010-06-22 12:00:00+00:00,82.04,83.37,81.80000000000001,82.41,87654210
2010-06-23 04:00:00+00:00,81.59,82.64,81.38,82.11,41552751
2010-06-23 08:00:00+00:00,82.11,83.05,81.93,82.56,53439635
2010-06-23 12:00:00+00:00,82.56,82.75,80.55,80.85000000000001,78624580
2010-06-24 04:00:00+00:00,81.73,82.08,80.65,80.65,39721367
2010-06-24 08:00:00+00:00,80.65,81.15,80.10000000000001,80.56,62440259
2010-06-24 12:00:00+00:00,80.56,81.65,79.93,80.28,78942584
2010-06-25 04:00:00+00:00,80.07000000000001,80.37,79.26,79.43,51384523
2010-06-25 08:00:00+00:00,79.42,79.53,77.7,78.87,84899374
2010-06-25 12:00:00+00:00,78.87,79.19,77.85000000000001,78.0,60636737
2010-06-28 04:00:00+00:00,78.54,79.99,78.23,79.38,48404087
2010-06-28 08:00:00+00:00,79.38,80.7,79.11,80.30000000000001,66875073
2010-06-28 12:00:00+00:00,80.29,80.64,79.46000000000001,80.13,53534330
2010-06-30 04:00:00+00:00,77.11,78.19,76.83,77.22,56212452
2010-06-30 08:00:00+00:00,77.22,78.43,76.05,77.81,118164933
2010-06-30 12:00:00+00:00,77.81,77.97,76.12,76.5,105130284
2010-07-01 04:00:00+00:00,75.10000000000001,75.5,73.68,74.14,73898451
2010-07-01 08:00:00+00:00,74.11,74.84,73.91,74.32000000000001,71068589
2010-07-01 12:00:00+00:00,74.38,74.67,71.79,71.9,92658743
2010-07-02 04:00:00+00:00,73.19,73.60000000000001,72.07000000000001,72.4,68298520
2010-07-02 08:00:00+00:00,72.33,73.08,71.5,73.07000000000001,73791804
2010-07-02 12:00:00+00:00,73.08,73.93,72.3,72.98,132658732
2010-07-05 04:00:00+00:00,73.06,73.42,72.78,72.85000000000001,25835947
2010-07-05 08:00:00+00:00,72.86,73.79,72.76,73.39,44678839
2010-07-05 12:00:00+00:00,73.38,73.56,73.06,73.37,24201929
2010-07-06 04:00:00+00:00,74.16,75.3,74.0,75.17,68159543
2010-07-06 08:00:00+00:00,75.18,75.85000000000001,74.9,75.47,62816500
2010-07-06 12:00:00+00:00,75.44,76.77,75.41,76.7,87380969
